,Wban,date,Time,StationType,sky_condition,visibility,dry_bulb_faren,dry_bulb_cel,wet_bulb_faren,wet_bulb_cel,dew_point_faren,dew_point_cel,relative_humidity,wind_speed,wind_direction,station_pressure,sea_level_pressure
9611,13904,20111208,553,12,BKN140, 8.00,26,-3.3,25,-3.7,24,-4.4, 92, 0,000,29.72,30.29
9612,13904,20111208,653,12,BKN150, 8.00,27,-2.8,26,-3.1,25,-3.9, 92, 0,000,29.75,30.32
9613,13904,20111208,753,12,SCT150 BKN200, 7.00,29,-1.7,28,-2.0,27,-2.8, 92, 0,000,29.77,30.34
9614,13904,20111208,853,12,FEW095 SCT150 BKN200, 8.00,37,2.8,35,1.4,31,-0.6, 79, 3,VR ,29.77,30.34
9615,13904,20111208,953,12,FEW080 SCT150 BKN200,10.00,41,5.0,37,2.9,32,0.0, 70, 0,000,29.78,30.34
9616,13904,20111208,1053,12,FEW065 SCT150 BKN200,10.00,44,6.7,38,3.4,30,-1.1, 58, 6,160,29.75,30.31
9617,13904,20111208,1153,12,FEW065 SCT200 BKN250,10.00,50,10.0,41,4.8,28,-2.2, 43, 7,170,29.72,30.28
9618,13904,20111208,1253,12,FEW065 SCT200 BKN300,10.00,50,10.0,41,5.0,29,-1.7, 44, 7,160,29.67,30.23
9619,13904,20111208,1353,12,SCT200 BKN300,10.00,53,11.7,44,6.4,32,0.0, 45, 6,170,29.65,30.19
9620,13904,20111208,1453,12,SCT200 BKN250,10.00,57,13.9,47,8.6,37,2.8, 47, 9,190,29.62,30.17
9621,13904,20111208,1553,12,SCT200 BKN250,10.00,57,13.9,48,8.8,38,3.3, 49, 8,180,29.59,30.15
9622,13904,20111208,1653,12,FEW200 BKN250,10.00,56,13.3,47,8.3,37,2.8, 49, 8,160,29.59,30.15
9623,13904,20111208,1753,12,FEW250,10.00,48,8.9,43,5.8,36,2.2, 63, 0,000,29.59,30.15
9624,13904,20111208,1853,12,FEW200,10.00,43,6.1,40,4.6,37,2.8, 79, 0,000,29.60,30.16
9625,13904,20111208,1953,12,FEW200,10.00,42,5.6,40,4.3,37,2.8, 83, 0,000,29.62,30.17
9626,13904,20111208,2053,12,FEW200,10.00,38,3.3,37,2.6,35,1.7, 89, 0,000,29.62,30.17
9627,13904,20111208,2153,12,FEW200,10.00,37,2.8,36,2.3,35,1.7, 93, 0,000,29.62,30.18
9628,13904,20111208,2253,12,CLR, 9.00,34,1.1,34,0.8,33,0.6, 96, 0,000,29.62,30.18
9629,13904,20111208,2353,12,FEW250, 9.00,35,1.7,35,1.4,34,1.1, 96, 0,000,29.62,30.16
9630,13904,20111209,53,12,SCT250, 9.00,37,2.8,37,2.5,36,2.2, 96, 0,000,29.62,30.16
9631,13904,20111209,153,12,BKN250, 7.00,34,1.1,34,1.1,34,1.1,100, 0,000,29.62,30.16
9632,13904,20111209,253,12,BKN250, 7.00,35,1.7,35,1.6,35,1.7,100, 0,000,29.62,30.16
9633,13904,20111209,338,12,SCT007, 6.00,36,2.0,35,1.7,34,1.0, 92, 0,000,29.62,M
9634,13904,20111209,350,12,BKN007, 6.00,36,2.0,35,1.7,34,1.0, 92, 0,000,29.62,M
9635,13904,20111209,353,12,BKN007, 6.00,35,1.7,35,1.6,35,1.7,100, 0,000,29.62,30.16
9636,13904,20111209,453,12,OVC005, 5.00,40,4.4,40,4.1,39,3.9, 96, 0,000,29.62,30.15
9637,13904,20111209,553,12,OVC005, 3.00,44,6.7,44,6.4,43,6.1, 96, 0,000,29.62,30.17
9638,13904,20111209,610,12,OVC005, 2.00,45,7.0,45,7.2,45,7.0,100, 5,360,29.62,M
9639,13904,20111209,629,12,OVC003, 2.00,45,7.0,45,7.2,45,7.0,100, 5,360,29.65,M
9640,13904,20111209,639,12,OVC003, 1.50,45,7.0,45,7.2,45,7.0,100, 3,010,29.65,M
9641,13904,20111209,653,12,OVC003, 1.50,45,7.2,45,7.2,45,7.2,100, 3,360,29.65,30.20
9642,13904,20111209,726,12,OVC003, 0.25,46,8.0,46,7.5,45,7.0, 96, 3,360,29.66,M
9643,13904,20111209,753,12,OVC003, 0.25,46,7.8,46,7.7,46,7.8,100, 3,020,29.67,30.22
9644,13904,20111209,800,12,VV002, 0.25,46,8.0,46,7.7,46,8.0,100, 6,030,29.67,M
9645,13904,20111209,827,12,VV002, 0.00,46,8.0,46,7.7,46,8.0,100, 5,040,29.67,M
9646,13904,20111209,853,12,VV002, 0.00,46,7.8,46,7.7,46,7.8,100, 3,360,29.69,30.25
9647,13904,20111209,948,12,VV002, 0.00,46,8.0,46,7.7,46,8.0,100, 5,360,29.72,M
9648,13904,20111209,953,12,VV002, 0.00,48,8.9,48,8.8,48,8.9,100, 5,360,29.72,30.27
9649,13904,20111209,1013,12,OVC002, 0.25,48,9.0,48,8.8,48,9.0,100, 3,020,29.72,M
9650,13904,20111209,1017,12,OVC002, 0.50,48,9.0,48,8.8,48,9.0,100, 5,360,29.72,M
9651,13904,20111209,1030,12,OVC002, 1.00,48,9.0,48,8.8,48,9.0,100, 6,020,29.73,M
9652,13904,20111209,1040,12,OVC004, 2.50,48,9.0,48,8.8,48,9.0,100, 3,020,29.73,M
9653,13904,20111209,1053,12,OVC004, 2.50,50,10.0,49,9.4,48,8.9, 93, 5,330,29.73,30.28
9654,13904,20111209,1102,12,OVC005, 2.50,50,10.0,49,9.4,48,9.0, 93, 3,010,29.73,M
9655,13904,20111209,1105,12,OVC005, 3.00,52,11.0,50,9.9,48,9.0, 86, 5,340,29.73,M
9656,13904,20111209,1150,12,OVC010, 3.00,55,13.0,51,10.7,48,9.0, 77, 7,360,29.71,M
9657,13904,20111209,1153,12,OVC010, 3.00,55,12.8,52,11.0,49,9.4, 80, 7,350,29.71,30.26
9658,13904,20111209,1246,12,SCT012, 5.00,57,14.0,53,11.8,50,10.0, 78, 9,030,29.69,M
9659,13904,20111209,1253,12,SCT012, 5.00,58,14.4,54,12.0,50,10.0, 75, 8,040,29.69,30.23
9660,13904,20111209,1353,12,FEW012 SCT100 BKN200, 8.00,60,15.6,55,12.5,50,10.0, 70, 8,050,29.67,30.22
9661,13904,20111209,1453,12,SCT100 BKN200,10.00,60,15.6,55,12.5,50,10.0, 70, 6,050,29.68,30.22
9662,13904,20111209,1553,12,FEW150 BKN200,10.00,60,15.6,55,12.8,51,10.6, 72, 8,080,29.68,30.22
9663,13904,20111209,1653,12,SCT150 BKN200,10.00,58,14.4,54,12.0,50,10.0, 75, 6,060,29.69,30.24
9664,13904,20111209,1753,12,BKN150 BKN200,10.00,55,12.8,52,11.3,50,10.0, 83, 7,030,29.71,30.26
9665,13904,20111209,1853,12,SCT150 BKN200,10.00,55,12.8,53,11.5,51,10.6, 86, 7,020,29.73,30.28
9666,13904,20111209,1953,12,SCT150 BKN200,10.00,52,11.1,51,10.5,50,10.0, 93,10,360,29.76,30.31
9667,13904,20111209,2053,12,FEW060 BKN150 BKN200,10.00,53,11.7,51,10.5,49,9.4, 86, 8,030,29.80,30.35
9668,13904,20111209,2153,12,FEW060 BKN150 BKN200, 9.00,51,10.6,49,9.7,48,8.9, 90,14,020,29.83,30.38
9669,13904,20111209,2253,12,OVC038,10.00,51,10.6,49,9.4,47,8.3, 86,11,020,29.85,30.39
9670,13904,20111209,2322,12,BKN021 OVC038,10.00,52,11.0,49,9.4,46,8.0, 80,16,020,29.86,M
9671,13904,20111209,2353,12,BKN021 OVC030,10.00,50,10.0,48,8.6,45,7.2, 83,18,020,29.86,30.40
9672,13904,20111210,53,12,OVC021,10.00,49,9.4,47,8.0,44,6.7, 83,15,010,29.87,30.41
9673,13904,20111210,153,12,OVC027,10.00,48,8.9,46,7.5,43,6.1, 83,13,020,29.88,30.42
9674,13904,20111210,253,12,OVC028,10.00,48,8.9,46,7.5,43,6.1, 83,13,020,29.87,30.41
9675,13904,20111210,351,12,OVC035, 9.00,48,9.0,46,7.5,43,6.0, 83,14,010,29.88,M
9676,13904,20111210,353,12,FEW027 OVC035, 9.00,48,8.9,46,7.5,43,6.1, 83,13,020,29.88,30.42
9677,13904,20111210,453,12,OVC035, 9.00,47,8.3,45,7.0,42,5.6, 83,14,010,29.88,30.42
9678,13904,20111210,553,12,BKN032 OVC039, 9.00,47,8.3,45,7.0,42,5.6, 83, 9,010,29.89,30.43
9679,13904,20111210,653,12,OVC034,10.00,48,8.9,45,7.3,42,5.6, 80,11,010,29.90,30.45
9680,13904,20111210,753,12,OVC038, 7.00,48,8.9,45,7.3,42,5.6, 80,11,020,29.93,30.47
9681,13904,20111210,853,12,OVC033, 7.00,47,8.3,45,7.0,42,5.6, 83,11,030,29.96,30.50
9682,13904,20111210,953,12,OVC033, 7.00,48,8.9,45,7.3,42,5.6, 80, 9,020,29.98,30.52
9683,13904,20111210,1053,12,OVC040,10.00,50,10.0,45,7.3,40,4.4, 69,13,040,29.96,30.50
9684,13904,20111210,1153,12,FEW045 OVC055,10.00,52,11.1,47,8.1,41,5.0, 66,14,030,29.94,30.48
9685,13904,20111210,1253,12,OVC055,10.00,54,12.2,45,7.3,35,1.7, 49, 8,050,29.91,30.45
9686,13904,20111210,1353,12,SCT060 OVC120,10.00,54,12.2,47,8.2,39,3.9, 57,11,030,29.88,30.43
9687,13904,20111210,1453,12,OVC120,10.00,54,12.2,47,8.2,39,3.9, 57,10,010,29.88,30.42
9688,13904,20111210,1553,12,FEW050 OVC120,10.00,54,12.2,47,8.4,40,4.4, 59,10,030,29.86,30.40
9689,13904,20111210,1653,12,FEW050 OVC120,10.00,52,11.1,47,8.4,42,5.6, 69, 9,010,29.88,30.42
9690,13904,20111210,1753,12,FEW050 OVC120,10.00,51,10.6,46,7.9,41,5.0, 69, 8,020,29.88,30.42
9691,13904,20111210,1853,12,OVC120,10.00,50,10.0,46,7.6,41,5.0, 71, 7,020,29.88,30.42
9692,13904,20111210,1953,12,OVC120,10.00,50,10.0,46,7.8,42,5.6, 74, 6,020,29.90,30.44
9693,13904,20111210,2053,12,OVC110,10.00,49,9.4,46,7.5,42,5.6, 77, 0,000,29.92,30.46
9694,13904,20111210,2153,12,OVC110,10.00,48,8.9,45,7.3,42,5.6, 80, 5,360,29.92,30.47
9695,13904,20111210,2253,12,OVC120,10.00,48,8.9,45,7.3,42,5.6, 80, 6,020,29.90,30.45
9696,13904,20111210,2353,12,BKN120,10.00,48,8.9,45,7.3,42,5.6, 80, 5,050,29.89,30.44
9697,13904,20111211,53,12,BKN120,10.00,48,8.9,45,7.0,41,5.0, 77, 0,000,29.88,30.42
9698,13904,20111211,153,12,OVC110,10.00,46,7.8,44,6.4,41,5.0, 83, 5,340,29.87,30.42
9699,13904,20111211,253,12,OVC110,10.00,46,7.8,44,6.4,41,5.0, 83, 8,020,29.85,30.40
9700,13904,20111211,353,12,SCT060 OVC100,10.00,47,8.3,43,6.2,39,3.9, 74, 6,060,29.85,30.39
9701,13904,20111211,453,12,OVC100,10.00,47,8.3,43,6.0,38,3.3, 71, 7,030,29.84,30.39
9702,13904,20111211,553,12,OVC095,10.00,46,7.8,42,5.5,37,2.8, 71, 7,070,29.83,30.37
9703,13904,20111211,653,12,BKN090 OVC110,10.00,46,7.8,42,5.5,37,2.8, 71, 7,040,29.83,30.38
9704,13904,20111211,753,12,OVC085,10.00,46,7.8,42,5.3,36,2.2, 68, 7,080,29.83,30.38
9705,13904,20111211,853,12,OVC085,10.00,46,7.8,42,5.3,36,2.2, 68, 6,090,29.85,30.39
9706,13904,20111211,953,12,OVC085,10.00,48,8.9,43,5.9,36,2.2, 63, 6,100,29.86,30.41
9707,13904,20111211,1053,12,OVC085,10.00,49,9.4,43,6.1,36,2.2, 61, 3,VR ,29.86,30.40
9708,13904,20111211,1153,12,SCT055 OVC080,10.00,50,10.0,43,6.2,35,1.7, 57, 6,090,29.83,30.37
9709,13904,20111211,1253,12,OVC085,10.00,51,10.6,43,5.9,32,0.0, 48, 3,160,29.80,30.35
9710,13904,20111211,1353,12,BKN085 OVC120,10.00,52,11.1,43,6.2,32,0.0, 47, 5,150,29.76,30.31
9711,13904,20111211,1453,12,BKN050 OVC080,10.00,52,11.1,42,5.8,30,-1.1, 43, 0,000,29.75,30.29
9712,13904,20111211,1553,12,BKN055 OVC075,10.00,51,10.6,42,5.7,31,-0.6, 46, 7,070,29.73,30.28
9713,13904,20111211,1653,12,OVC045,10.00,51,10.6,42,5.7,31,-0.6, 46, 7,080,29.73,30.27
9714,13904,20111211,1753,12,OVC040,10.00,51,10.6,43,6.1,33,0.6, 50, 3,080,29.72,30.27
9715,13904,20111211,1853,12,OVC038,10.00,50,10.0,43,6.0,34,1.1, 54, 3,080,29.72,30.27
9716,13904,20111211,1953,12,OVC038,10.00,50,10.0,44,6.4,36,2.2, 59, 3,050,29.72,30.27
9717,13904,20111211,2053,12,OVC036,10.00,51,10.6,44,6.7,36,2.2, 57, 0,000,29.74,30.28
9718,13904,20111211,2153,12,OVC034,10.00,51,10.6,45,6.9,37,2.8, 59, 0,000,29.74,30.28
9719,13904,20111211,2253,12,FEW020 OVC034,10.00,50,10.0,44,6.6,37,2.8, 61, 0,000,29.73,30.27
9720,13904,20111211,2353,12,OVC034,10.00,50,10.0,44,6.6,37,2.8, 61, 0,000,29.71,30.26
9721,13904,20111212,53,12,OVC032,10.00,51,10.6,45,6.9,37,2.8, 59, 0,000,29.71,30.25
9722,13904,20111212,153,12,SCT036 OVC055,10.00,50,10.0,44,6.6,37,2.8, 61, 3,070,29.70,30.24
9723,13904,20111212,253,12,OVC050,10.00,50,10.0,44,6.4,36,2.2, 59, 3,090,29.69,30.23
9724,13904,20111212,353,12,SCT060 SCT080 BKN090,10.00,49,9.4,43,6.1,36,2.2, 61, 5,100,29.66,30.21
9725,13904,20111212,453,12,SCT032 OVC047,10.00,49,9.4,43,5.9,35,1.7, 59, 3,080,29.66,30.20
9726,13904,20111212,553,12,OVC030,10.00,50,10.0,43,6.0,34,1.1, 54, 6,100,29.68,30.22
9727,13904,20111212,653,12,SCT030 OVC040,10.00,49,9.4,43,6.1,36,2.2, 61, 6,070,29.67,30.22
9728,13904,20111212,712,12,BKN028 OVC040,10.00,48,9.0,43,5.8,36,2.0, 63, 5,090,29.68,M
9729,13904,20111212,753,12,BKN028 OVC035,10.00,49,9.4,43,5.9,35,1.7, 59, 5,070,29.70,30.24
9730,13904,20111212,853,12,OVC022,10.00,50,10.0,44,6.4,36,2.2, 59, 5,090,29.70,30.24
9731,13904,20111212,953,12,OVC020,10.00,51,10.6,45,6.9,37,2.8, 59, 5,050,29.73,30.27
9732,13904,20111212,1053,12,OVC022,10.00,53,11.7,47,8.2,40,4.4, 62, 6,080,29.72,30.27
9733,13904,20111212,1127,12,SCT024 BKN030 OVC049,10.00,55,13.0,49,9.4,43,6.0, 64, 7,090,29.72,M
9734,13904,20111212,1151,12,BKN026 OVC045,10.00,55,13.0,49,9.4,43,6.0, 64, 8,090,29.70,M
9735,13904,20111212,1153,12,BKN026 OVC045,10.00,56,13.3,50,9.9,44,6.7, 64, 8,080,29.70,30.24
9736,13904,20111212,1253,12,OVC026, 8.00,59,15.0,52,11.2,46,7.8, 62,10,090,29.66,30.20
9737,13904,20111212,1353,12,OVC022, 8.00,59,15.0,53,11.7,48,8.9, 67, 9,110,29.63,30.16
9738,13904,20111212,1453,12,OVC022, 8.00,58,14.4,54,12.0,50,10.0, 75, 9,090,29.63,30.16
9739,13904,20111212,1553,12,OVC022, 9.00,59,15.0,54,12.3,50,10.0, 72, 6,110,29.62,30.16
9740,13904,20111212,1653,12,OVC022, 9.00,59,15.0,55,12.5,51,10.6, 75, 6,100,29.63,30.16
9741,13904,20111212,1753,12,OVC024, 8.00,58,14.4,54,12.3,51,10.6, 78, 6,040,29.63,30.17
9742,13904,20111212,1853,12,OVC024, 9.00,58,14.4,54,12.3,51,10.6, 78, 3,040,29.65,30.18
9743,13904,20111212,1953,12,OVC024,10.00,58,14.4,54,12.3,51,10.6, 78, 0,000,29.65,30.18
9744,13904,20111212,2053,12,OVC020, 9.00,59,15.0,55,12.5,51,10.6, 75, 5,050,29.67,30.21
9745,13904,20111212,2153,12,OVC020, 9.00,59,15.0,55,12.8,52,11.1, 78, 0,000,29.69,30.23
9746,13904,20111212,2253,12,SCT018 BKN025, 9.00,59,15.0,56,13.4,54,12.2, 84, 3,120,29.70,30.24
9747,13904,20111212,2353,12,BKN016 OVC028,10.00,59,15.0,57,13.7,55,12.8, 87, 6,090,29.70,30.23
9748,13904,20111213,12,12,SCT016 BKN033 BKN047,10.00,59,15.0,56,13.4,54,12.0, 84, 6,100,29.69,M
9749,13904,20111213,53,12,FEW013 BKN041 OVC050, 9.00,58,14.4,55,12.9,53,11.7, 84, 6,130,29.68,30.21
9750,13904,20111213,111,12,BKN013 OVC039,10.00,57,14.0,55,12.9,54,12.0, 90, 8,130,29.68,M
9751,13904,20111213,153,12,BKN012 OVC037,10.00,58,14.4,56,13.2,54,12.2, 87, 6,130,29.68,30.21
9752,13904,20111213,233,12,OVC008, 8.00,57,14.0,56,13.2,55,13.0, 93, 3,130,29.67,M
9753,13904,20111213,253,12,OVC008, 8.00,58,14.4,57,13.8,56,13.3, 93, 8,120,29.67,30.20
9754,13904,20111213,334,12,OVC004, 3.00,57,14.0,57,13.8,57,14.0,100, 8,120,29.66,M
9755,13904,20111213,351,12,OVC004, 2.00,57,14.0,57,13.8,57,14.0,100,10,120,29.65,M
9756,13904,20111213,353,12,OVC004, 2.00,57,13.9,57,13.8,57,13.9,100, 9,130,29.65,30.19
9757,13904,20111213,404,12,OVC004, 1.00,57,14.0,57,13.8,57,14.0,100, 9,120,29.65,M
9758,13904,20111213,453,12,OVC002, 1.50,57,13.9,57,13.8,57,13.9,100, 6,130,29.65,30.18
9759,13904,20111213,553,12,OVC002, 1.00,58,14.4,58,14.4,58,14.4,100, 3,120,29.65,30.18
9760,13904,20111213,607,12,OVC002, 0.50,57,14.0,57,13.8,57,14.0,100, 0,000,29.65,M
9761,13904,20111213,653,12,OVC002, 0.50,58,14.4,58,14.4,58,14.4,100, 0,000,29.66,30.20
9762,13904,20111213,730,12,OVC002, 0.25,59,15.0,59,15.0,59,15.0,100, 5,110,29.67,M
9763,13904,20111213,753,12,OVC002, 0.25,59,15.0,59,15.0,59,15.0,100, 6,120,29.67,30.20
9764,13904,20111213,853,12,OVC002, 0.25,59,15.0,59,15.0,59,15.0,100, 6,110,29.68,30.21
9765,13904,20111213,953,12,OVC002, 0.50,61,16.1,61,16.1,61,16.1,100, 7,140,29.69,30.22
9766,13904,20111213,1019,12,OVC002, 1.00,63,17.0,63,17.2,63,17.0,100, 8,150,29.69,M
9767,13904,20111213,1049,12,OVC004, 2.00,63,17.0,63,17.2,63,17.0,100, 7,130,29.68,M
9768,13904,20111213,1053,12,OVC004, 2.00,63,17.2,62,16.8,62,16.7, 97, 7,140,29.68,30.21
9769,13904,20111213,1101,12,OVC005, 2.00,64,18.0,63,17.4,63,17.0, 97,11,130,29.68,M
9770,13904,20111213,1111,12,OVC006, 3.00,64,18.0,63,17.4,63,17.0, 97,11,130,29.67,M
9771,13904,20111213,1153,12,OVC009, 5.00,67,19.4,65,18.0,63,17.2, 87,16,140,29.65,30.18
9772,13904,20111213,1253,12,OVC007, 6.00,66,18.9,65,18.2,64,17.8, 93,14,150,29.62,30.14
9773,13904,20111213,1319,12,OVC007, 1.50,66,19.0,65,18.2,64,18.0, 93, 9,140,29.62,M
9774,13904,20111213,1339,12,OVC007, 2.00,66,19.0,65,18.2,64,18.0, 93, 8,150,29.60,M
9775,13904,20111213,1353,12,OVC007, 2.00,67,19.4,66,18.7,65,18.3, 93, 8,160,29.59,30.12
9776,13904,20111213,1417,12,OVC007, 3.00,68,20.0,67,19.2,66,19.0, 93, 9,140,29.59,M
9777,13904,20111213,1453,12,OVC007, 5.00,68,20.0,67,19.2,66,18.9, 93,10,140,29.57,30.10
9778,13904,20111213,1542,12,OVC011, 8.00,70,21.0,67,19.6,66,19.0, 87,10,140,29.57,M
9779,13904,20111213,1553,12,OVC011, 8.00,70,21.1,68,20.0,67,19.4, 90, 8,130,29.57,30.09
9780,13904,20111213,1636,12,BKN015 OVC030, 6.00,70,21.0,67,19.6,66,19.0, 87, 9,110,29.56,M
9781,13904,20111213,1651,12,BKN014 BKN030 OVC070, 6.00,70,21.0,67,19.6,66,19.0, 87, 8,120,29.56,M
9782,13904,20111213,1653,12,BKN014 BKN030 OVC070, 6.00,70,21.1,68,20.0,67,19.4, 90, 8,130,29.56,30.08
9783,13904,20111213,1724,12,FEW010 BKN015 BKN070, 7.00,70,21.0,67,19.6,66,19.0, 87, 8,130,29.56,M
9784,13904,20111213,1753,12,BKN019 OVC065, 7.00,69,20.6,68,19.8,67,19.4, 93, 9,130,29.57,30.08
9785,13904,20111213,1841,12,BKN014 BKN019 OVC025, 7.00,70,21.0,67,19.6,66,19.0, 87, 8,130,29.57,M
9786,13904,20111213,1853,12,BKN014 OVC019, 7.00,69,20.6,68,19.8,67,19.4, 93, 8,140,29.57,30.08
9787,13904,20111213,1953,12,OVC014, 7.00,70,21.1,68,20.0,67,19.4, 90,13,140,29.57,30.09
9788,13904,20111213,2053,12,BKN014 BKN019 OVC026, 7.00,70,21.1,68,20.0,67,19.4, 90,15,140,29.57,30.09
9789,13904,20111213,2153,12,BKN012 OVC017, 7.00,70,21.1,68,20.0,67,19.4, 90,15,150,29.57,30.09
9790,13904,20111213,2253,12,OVC014, 7.00,69,20.6,68,19.8,67,19.4, 93,13,140,29.57,30.09
9791,13904,20111213,2332,12,BKN007 OVC012, 4.00,66,19.0,66,18.8,66,19.0,100,15,130,29.57,M
9792,13904,20111213,2353,12,BKN007 OVC012, 5.00,67,19.4,66,19.0,66,18.9, 97,14,130,29.56,30.07
9793,13904,20111214,53,12,OVC007, 7.00,67,19.4,66,19.0,66,18.9, 97,17,140,29.53,30.04
9794,13904,20111214,153,12,OVC007, 4.00,67,19.4,66,19.0,66,18.9, 97,16,150,29.52,30.03
9795,13904,20111214,253,12,OVC007, 5.00,68,20.0,67,19.6,67,19.4, 97,17,150,29.50,30.01
9796,13904,20111214,353,12,BKN009 OVC014, 3.00,68,20.0,67,19.6,67,19.4, 97,14,150,29.48,29.99
9797,13904,20111214,405,12,OVC009, 2.50,68,20.0,67,19.2,66,19.0, 93,15,160,29.48,M
9798,13904,20111214,453,12,BKN007 OVC011, 2.50,68,20.0,67,19.6,67,19.4, 97,10,160,29.48,29.99
9799,13904,20111214,500,12,OVC007, 7.00,68,20.0,67,19.2,66,19.0, 93,11,160,29.48,M
9800,13904,20111214,553,12,BKN009 OVC014, 4.00,68,20.0,67,19.6,67,19.4, 97,13,170,29.47,29.98
9801,13904,20111214,651,12,SCT007 BKN012 OVC016, 5.00,68,20.0,67,19.2,66,19.0, 93,10,160,29.49,M
9802,13904,20111214,653,12,SCT007 BKN012 OVC016, 5.00,68,20.0,67,19.6,67,19.4, 97,13,160,29.49,30.00
9803,13904,20111214,719,12,FEW010 BKN014 OVC034, 2.00,68,20.0,67,19.2,66,19.0, 93,13,170,29.50,M
9804,13904,20111214,751,12,SCT010 OVC014, 3.00,70,21.0,69,20.3,68,20.0, 93,11,170,29.50,M
9805,13904,20111214,753,12,SCT010 OVC014, 3.00,69,20.6,68,20.1,68,20.0, 97,10,170,29.50,30.01
9806,13904,20111214,853,12,OVC010, 7.00,69,20.6,68,20.1,68,20.0, 97,15,160,29.50,30.01
9807,13904,20111214,914,12,SCT008 BKN012 OVC047, 8.00,70,21.0,70,21.1,70,21.0,100,13,160,29.50,M
9808,13904,20111214,953,12,BKN012 OVC046, 9.00,71,21.7,69,20.5,68,20.0, 90,15,180,29.51,30.02
9809,13904,20111214,1048,12,BKN015 BKN020 OVC050,10.00,72,22.0,69,20.7,68,20.0, 87,18,170,29.49,M
9810,13904,20111214,1053,12,BKN017 OVC050,10.00,72,22.2,69,20.7,68,20.0, 87,17,180,29.49,30.01
9811,13904,20111214,1153,12,BKN019 BKN024 OVC030,10.00,72,22.2,69,20.4,67,19.4, 84,21,170,29.47,29.98
9812,13904,20111214,1243,12,SCT015 BKN030 OVC050,10.00,73,23.0,71,21.6,70,21.0, 90,17,170,29.44,M
9813,13904,20111214,1253,12,SCT014 BKN030 OVC050,10.00,74,23.3,71,21.4,69,20.6, 84,22,170,29.43,29.94
9814,13904,20111214,1258,12,BKN012 BKN025 OVC050,10.00,73,23.0,71,21.6,70,21.0, 90,17,170,29.42,M
9815,13904,20111214,1333,12,SCT013 BKN024 OVC049,10.00,73,23.0,71,21.6,70,21.0, 90,17,170,29.40,M
9816,13904,20111214,1351,12,SCT016 BKN030 BKN049,10.00,75,24.0,72,22.0,70,21.0, 85,17,170,29.39,M
9817,13904,20111214,1353,12,SCT016 BKN030 BKN049,10.00,75,23.9,71,21.6,69,20.6, 82,16,170,29.39,29.90
9818,13904,20111214,1453,12,SCT018 BKN034 BKN047,10.00,74,23.3,70,21.1,68,20.0, 82,11,160,29.39,29.90
9819,13904,20111214,1553,12,FEW017 OVC050,10.00,75,23.9,70,20.9,67,19.4, 76,13,170,29.40,29.90
9820,13904,20111214,1653,12,FEW048 OVC060,10.00,74,23.3,69,20.8,67,19.4, 79, 7,160,29.41,29.92
9821,13904,20111214,1753,12,BKN043 BKN049 OVC060,10.00,73,22.8,70,20.9,68,20.0, 84, 6,150,29.42,29.93
9822,13904,20111214,1853,12,FEW042 OVC060,10.00,73,22.8,68,20.2,66,18.9, 79, 9,160,29.43,29.93
9823,13904,20111214,1953,12,FEW023 BKN040 OVC065,10.00,72,22.2,69,20.4,67,19.4, 84,13,160,29.45,29.96
9824,13904,20111214,2020,12,BKN018 BKN040 OVC070,10.00,72,22.0,68,20.0,66,19.0, 82, 9,180,29.46,M
9825,13904,20111214,2053,12,OVC016,10.00,71,21.7,68,20.2,67,19.4, 87, 9,180,29.47,29.97
9826,13904,20111214,2153,12,OVC018,10.00,71,21.7,68,20.2,67,19.4, 87,10,180,29.48,29.99
9827,13904,20111214,2253,12,FEW017 OVC024,10.00,70,21.1,68,20.0,67,19.4, 90,13,170,29.48,29.98
9828,13904,20111214,2353,12,OVC022,10.00,70,21.1,68,20.0,67,19.4, 90,15,170,29.47,29.98
9829,13904,20111215,53,12,BKN015 OVC022,10.00,70,21.1,67,19.6,66,18.9, 87,13,180,29.46,29.97
9830,13904,20111215,133,12,BKN013 OVC022,10.00,70,21.0,67,19.6,66,19.0, 87,11,190,29.47,M
9831,13904,20111215,153,12,BKN013 OVC022,10.00,69,20.6,67,19.4,66,18.9, 90, 8,190,29.47,29.97
9832,13904,20111215,253,12,OVC011, 9.00,68,20.0,67,19.2,66,18.9, 93, 7,180,29.46,29.97
9833,13904,20111215,353,12,SCT011 BKN014 OVC020, 9.00,68,20.0,67,19.6,67,19.4, 97, 6,180,29.47,29.97
9834,13904,20111215,417,12,SCT008 BKN027 OVC050, 5.00,68,20.0,67,19.2,66,19.0, 93, 6,200,29.47,M
9835,13904,20111215,435,12,BKN017 BKN027 OVC047, 2.50,68,20.0,67,19.2,66,19.0, 93, 6,200,29.47,M
9836,13904,20111215,453,12,BKN017 BKN027 OVC047, 2.50,67,19.4,67,19.4,67,19.4,100, 5,190,29.47,29.98
9837,13904,20111215,508,12,FEW011 BKN016 OVC041, 4.00,66,19.0,66,18.8,66,19.0,100, 5,180,29.47,M
9838,13904,20111215,540,12,BKN012 BKN038 OVC075, 6.00,66,19.0,66,18.8,66,19.0,100, 0,000,29.47,M
9839,13904,20111215,551,12,SCT009 BKN023 OVC075, 4.00,66,19.0,66,18.8,66,19.0,100, 0,000,29.48,M
9840,13904,20111215,553,12,SCT009 BKN023 OVC075, 4.00,67,19.4,67,19.4,67,19.4,100, 0,000,29.47,29.98
